"","findspot_ancient_clean","Longitude","Latitude","n"
"134","NULL",19.32095,43.65116,4
"135","NULL",20.0772378,42.3723673,4
"136","Nareste",14.0623337,46.4323791,4
"137","Pharia, insula",16.4428,43.1725,4
"138","Cissa, insula",15.207,44.3262,3
"139","In Alperio",16.8082,43.8156,3
"140","NULL",15.0315195,44.0211315,3
"141","NULL",15.6335444,44.1358546,3
"142","NULL",15.6844,44.0103,3
"143","NULL",15.92337,43.81787,3
"144","NULL",15.9936,44.0317,3
"145","NULL",16.3827291,44.374769,3
"146","NULL",16.54986,43.48771,3
"147","NULL",16.60587,44.82914,3
"148","NULL",16.8628447,44.3205357,3
"149","NULL",16.8945925,42.7675928,3
"150","NULL",17.0840064,44.4165716,3
"151","NULL",17.1534312,43.4703365,3
"152","NULL",17.23545,43.38889,3
"153","NULL",17.27954,43.14047,3
"154","NULL",17.4288843,42.925148,3
"155","NULL",17.5172138,43.2253241,3
"156","NULL",17.5271,43.1818,3
"157","NULL",17.528889,43.182222,3
"158","NULL",17.8843332,43.6968033,3
"159","NULL",18.8657743,44.0354778,3
"160","NULL",18.9530643,44.0812895,3
"161","NULL",18.9765501,43.6673112,3
"162","NULL",19.35847,43.35656,3
"163","Nareste",17.62585,43.08041,3
"164","Ansium",15.6655,44.1788,2
"165","Aufustianis",17.3588,43.3203,2
"166","Avendo",15.1447,44.92,2
"167","Bersellum",17.5765,44.241,2
"168","Boa, insula",16.3388,43.4995,2
"169","Castellum Tariona",16.24997,43.51669,2
"170","Castra",17.0998,44.785,2
"171","Fulfinum",14.5441,45.204,2
"172","Laurento",16.69133,43.44471,2
"173","Lopsica",14.9201,44.9283,2
"174","NULL",14.6927906,45.1737049,2
"175","NULL",15.44778,44.44889,2
"176","NULL",15.4557,44.6142,2
"177","NULL",15.5486303,45.4892522,2
"178","NULL",15.85416,43.80732,2
"179","NULL",15.93491,44.36122,2
"180","NULL",16.0181762,44.0183606,2
"181","NULL",16.1764,44.63517,2
"182","NULL",16.19665,43.93863,2
"183","NULL",16.2226592,44.0169772,2
"184","NULL",16.24997,43.51669,2
"185","NULL",16.3760681,45.0492984,2
"186","NULL",16.4410422,44.9267812,2
"187","NULL",16.52133,43.50039,2
"188","NULL",16.60341,43.35461,2
"189","NULL",16.9440416,43.8561788,2
"190","NULL",17.1008778,44.2850487,2
"191","NULL",17.27335,43.00804,2
"192","NULL",17.52865,43.80061,2
"193","NULL",17.5889536,45.3250365,2
"194","NULL",18.0486381,43.8683908,2
"195","NULL",18.0782775,43.9438172,2
"196","NULL",18.07911,43.95863,2
"197","NULL",18.1189478,44.1301029,2
"198","NULL",18.15207,43.7874,2
"199","NULL",18.2177461,42.5814314,2
"200","NULL",18.6223,43.51423,2
"201","NULL",18.870278,44.086667,2
"202","NULL",18.9488746,42.7739559,2
"203","NULL",19.00364,42.67793,2
"204","NULL",19.34166,44.24594,2
"205","NULL",19.4107265,42.2043216,2
"206","NULL",19.52307,43.58397,2
"207","NULL",19.7176308,43.2309869,2
"208","NULL",19.7469527,43.0337081,2
"209","NULL",19.95649,43.97333,2
"210","Risinium",18.6945,42.5164,2
"211","Salonae",16.39778,43.90967,2
"212","Ad Dianam (Salonae)",16.3891,43.5085,1
"213","Ad Turres",14.6942,45.1716,1
"214","Ad Turres",17.625,43.0801,1
"215","Aequum - Tilurium, bei",16.6547,43.7423,1
"216","Ancus - Ausancalio",15.5014,44.5265,1
"217","Ansium - Corinium",15.666,44.179,1
"218","Aquae S(---)",18.34265,43.90165,1
"219","Aquae S[...]",18.2991,43.8313,1
"220","Asseria - Corinium",15.6844,44.0103,1
"221","Bigeste - Narona",17.5271,43.1818,1
"222","Biriciana",10.9632,49.0304,1
"223","Brattia, insula",16.8377,43.33319,1
"224","Corinium",15.7481,44.1354,1
"225","Decimin",16.6534966,43.7425382,1
"226","Delminium",17.08252,43.69083,1
"227","Hedum Castellum Daesitiatium",18.27826,43.99023,1
"228","Laurento",17.05809,43.26513,1
"229","Melite, insula",17.37788,42.78547,1
"230","Melite, insula",17.5463244,42.7459754,1
"231","Municipium Malvesatium",19.5333,43.9667,1
"232","NULL",11.87345,45.40772,1
"233","NULL",14.1379004,45.1754015,1
"234","NULL",14.18017,45.13802,1
"235","NULL",14.31629,44.57594,1
"236","NULL",14.39276,44.69357,1
"237","NULL",14.8998112,44.706619,1
"238","NULL",15.0728046,44.5277802,1
"239","NULL",15.2356,44.86885,1
"240","NULL",15.26479,44.84999,1
"241","NULL",15.2753538,44.716409,1
"242","NULL",15.2789,44.8428,1
"243","NULL",15.3220745,43.805438,1
"244","NULL",15.5061682,43.9082968,1
"245","NULL",15.5074982,45.1620908,1
"246","NULL",15.6125528,44.0333509,1
"247","NULL",15.63141,44.58364,1
"248","NULL",15.6492241,44.4605051,1
"249","NULL",15.67193,44.50937,1
"250","NULL",15.80706,45.18541,1
"251","NULL",15.8398106,43.9214921,1
"252","NULL",15.8465272,44.2985234,1
"253","NULL",15.89648,43.73371,1
"254","NULL",15.9051,43.8892,1
"255","NULL",15.9415463,43.8521087,1
"256","NULL",15.9653321,43.9814264,1
"257","NULL",16.03217,43.97433,1
"258","NULL",16.0454253,43.9559481,1
"259","NULL",16.1509087,44.9416614,1
"260","NULL",16.1809387,45.9353692,1
"261","NULL",16.1835,43.05993,1
"262","NULL",16.1994,44.0408,1
"263","NULL",16.20852,43.89337,1
"264","NULL",16.23382,43.97516,1
"265","NULL",16.2605765,43.3996977,1
"266","NULL",16.2988,43.8047,1
"267","NULL",16.30309,44.29687,1
"268","NULL",16.3359971,43.6416336,1
"269","NULL",16.3573198,43.9793545,1
"270","NULL",16.369403,44.5560108,1
"271","NULL",16.3979316,44.431885,1
"272","NULL",16.4032543,43.9525497,1
"273","NULL",16.4099512,43.3385083,1
"274","NULL",16.43213,44.60114,1
"275","NULL",16.43619,43.93066,1
"276","NULL",16.45102,43.84888,1
"277","NULL",16.4927352,44.54348,1
"278","NULL",16.4930631,43.6912042,1
"279","NULL",16.49692,43.54024,1
"280","NULL",16.5206,43.6922,1
"281","NULL",16.5792,44.54902,1
"282","NULL",16.5792045,44.549017,1
"283","NULL",16.658285,44.553778,1
"284","NULL",16.7231516,43.8910198,1
"285","NULL",16.7779,43.871,1
"286","NULL",16.7852904,44.1102759,1
"287","NULL",16.8178684,44.4195055,1
"288","NULL",16.9171227,43.409082,1
"289","NULL",17.0630051,44.2826757,1
"290","NULL",17.07507,43.24335,1
"291","NULL",17.10221,42.98206,1
"292","NULL",17.11257,43.33692,1
"293","NULL",17.1324492,44.3755883,1
"294","NULL",17.16059,43.18815,1
"295","NULL",17.17464,44.15391,1
"296","NULL",17.2304025,43.7644984,1
"297","NULL",17.254913,43.4295821,1
"298","NULL",17.2675,44.0266667,1
"299","NULL",17.33069,43.40242,1
"300","NULL",17.37236,43.20504,1
"301","NULL",17.3723608,43.2050358,1
"302","NULL",17.4508821,44.0642198,1
"303","NULL",17.47733,43.24034,1
"304","NULL",17.5120379,43.2007125,1
"305","NULL",17.52263,43.22997,1
"306","NULL",17.583559,43.9385698,1
"307","NULL",17.625,43.0801,1
"308","NULL",17.6414199,43.2727063,1
"309","NULL",17.6897181,42.8566583,1
"310","NULL",17.7023171,45.1670752,1
"311","NULL",17.7145162,43.2110013,1
"312","NULL",17.7148646,43.2180292,1
"313","NULL",17.7534084,44.1661984,1
"314","NULL",17.82552,43.68503,1
"315","NULL",17.8331576,43.5974814,1
"316","NULL",17.83826,44.23113,1
"317","NULL",17.8708226,42.8848331,1
"318","NULL",17.8843809,43.2418645,1
"319","NULL",17.9507753,42.6858671,1
"320","NULL",17.958448,43.078729,1
"321","NULL",17.97351,43.63666,1
"322","NULL",17.97662,43.1761,1
"323","NULL",17.97928,42.71446,1
"324","NULL",18.0012121,43.1425604,1
"325","NULL",18.018441,43.576834,1
"326","NULL",18.0235889,44.0038431,1
"327","NULL",18.0847183,44.7313612,1
"328","NULL",18.08961,43.20564,1
"329","NULL",18.1041299,43.5040612,1
"330","NULL",18.1138889,43.2286111,1
"331","NULL",18.1597377,43.3370267,1
"332","NULL",18.2025181,43.8226456,1
"333","NULL",18.2137,42.5848,1
"334","NULL",18.2976998,44.0548199,1
"335","NULL",18.3229637,43.0283751,1
"336","NULL",18.39704,45.1546,1
"337","NULL",18.439112,42.6471973,1
"338","NULL",18.44108,42.79687,1
"339","NULL",18.4606607,42.7968403,1
"340","NULL",18.51507,42.40107,1
"341","NULL",18.5325309,44.5344136,1
"342","NULL",18.69556,42.51498,1
"343","NULL",18.7169444,43.8369444,1
"344","NULL",18.7710437,42.4248515,1
"345","NULL",18.78968,43.58351,1
"346","NULL",18.8517867,42.776241,1
"347","NULL",18.9531326,44.0807209,1
"348","NULL",18.9702316,45.3601825,1
"349","NULL",18.976111,43.568889,1
"350","NULL",18.98821,44.70739,1
"351","NULL",18.99318,42.74537,1
"352","NULL",19.0039,43.79857,1
"353","NULL",19.0671192,42.1321157,1
"354","NULL",19.1515344,42.9030376,1
"355","NULL",19.29528,44.10632,1
"356","NULL",19.3321845,44.1849993,1
"357","NULL",19.3633333,44.3675,1
"358","NULL",19.3698163,44.1867893,1
"359","NULL",19.437214,42.2112922,1
"360","NULL",19.44712,43.96775,1
"361","NULL",19.5166499,41.9894342,1
"362","NULL",19.5345484,41.9595458,1
"363","NULL",19.56675,43.37604,1
"364","NULL",19.59221,43.37162,1
"365","NULL",19.6252327,43.4596534,1
"366","NULL",19.63998,42.00745,1
"367","NULL",19.70283,44.24438,1
"368","NULL",19.73335,41.92998,1
"369","NULL",19.75428,43.51548,1
"370","NULL",19.7803537,43.792561,1
"371","NULL",19.7819,43.0028,1
"372","NULL",19.7828811,44.3374388,1
"373","NULL",19.8154494,43.4597045,1
"374","NULL",20.05104,44.49856,1
"375","NULL",20.40036,41.9658928,1
"376","NULL",20.41553,43.12822,1
"377","NULL",20.4164814,42.0105618,1
"378","NULL",20.7343319,39.0090835,1
"379","NULL",21.3558995,44.9899459,1
"380","NULL",22.0825,42.36417,1
"381","Nareste",16.49192,43.54416,1
"382","Nareste",16.6289431,43.4592662,1
"383","Nareste",16.69133,43.44471,1
"384","Nedinum - Corinium",15.5095,44.0721,1
"385","Nicopolis ad Istrum",24.8947,43.7009,1
"386","Ninia",16.2114,43.8955,1
"387","Pharus",16.49192,43.54416,1
"388","Risinum",18.6945,42.5164,1
"389","Salonae",15.6844,44.0103,1
"390","Salonae",16.447,43.5223,1
"391","Salonae",16.524,43.5594,1
"392","Salonae bei",16.4743,43.5384,1
"393","Salonae; Salonae",16.4743,43.5384,1
"394","Salonae; Salonae bei",16.4743,43.5384,1
"395","Scardona; Tragurium",15.9208,43.8227,1
