"","X","LIST.ID","EDCS.ID","EDH.ID","not_before","not_after","transcription","clean_text_interpretive_word","type_of_inscription_clean","type_of_inscription_auto","type_of_monument_clean","province","province_label_clean","place","findspot_ancient_clean","findspot_modern_clean","status_notation","Latitude","Longitude","count"
"54",162,468088,"EDCS-10000265","HD033148",1,300,"Apriclus // S(ilvano) S(ilvestri) s(acrum) / Monta/nus pos(uit)","Apriclus Silvano Silvestri sacrum Montanus posuit","votive inscription","votive inscription","altar","Dalmatia","Dalmatia","Bosansko Grahovo / Municipium Salvium","NULL","Bosansko Grahovo","nomen singulare, viri",44.1808174,16.36568,1
"55",163,468089,"EDCS-10100765","HD022752",1,100,"S(ilvano) S(ilvestri) Primus / Vepi l(ibens) p(osuit)","Silvano Silvestri Primus Vepi libens posuit","votive inscription","votive inscription","altar","Dalmatia","Dalmatia","Bosansko Grahovo / Municipium Salvium","NULL","Bosansko Grahovo","nomen singulare, viri",44.1808174,16.36568,1
"56",167,468093,"EDCS-08901081","HD008209",211,222,"I(ovi) O(ptimo) M(aximo) // T(itus) Fl(avius) Pompeius / |(centurio) coh(ortis) III / Alpinorum / Antoninianae / curam agens / FAB(---) AMP(---) MEN(---) et / Vibius Vibianus // protector / co(n)s(ularis)","Iovi Optimo Maximo Titus Flavius Pompeius centurio cohortis III Alpinorum Antoninianae curam agens FAB AMP MEN et Vibius Vibianus protector consularis","votive inscription","votive inscription","altar","Dalmatia","Dalmatia","Brac, Otok / Brattia","NULL","Supetar","milites, tria nomina, viri",43.3239838,16.654819,1
"57",168,468094,"EDCS-08901082","HD008212",171,250,"Ascle/pio / Val(eria) C(h)ry/sis v(otum) s(olvit)","Asclepio Valeria Chrysis votum solvit","votive inscription","votive inscription","altar","Dalmatia","Dalmatia","Brac, Otok / Brattia","NULL","Supetar","tria nomina, viri",43.3239838,16.654819,1
"58",169,468095,"EDCS-28400346","HD056615",1,150,"H(erculi) A(ugusto) s(acrum) / [S?]al&lt;v=N?&gt;ius Obul/tronius / De[x]ter ","Herculi Augusto sacrum Sal lt v gt ius Obultronius Dexter","votive inscription","votive inscription","NULL","Dalmatia","Dalmatia","Brac, Otok / Brattia","NULL","Supetar","tria nomina, viri",43.3239838,16.654819,1
"59",170,468096,"EDCS-28400347","HD061086",151,300,"Vesel(l)ia(!) / Felicetas(!) / Libero M(agno) Patri / Torc(u)le(n)si / ex voto","Vesellia Felicetas Libero Magno Patri Torculensi ex voto","votive inscription","votive inscription","altar","Dalmatia","Dalmatia","Brac, Otok / Brattia","NULL","Supetar","mulieres, tria nomina",43.3239838,16.654819,1
"60",171,468097,"EDCS-28400348","HD061089",151,300,"L(ibero) P(atri) // Aristi/o / v(otum) l(ibens) s(olvit)","Libero Patri Aristio votum libens solvit","votive inscription","votive inscription","altar","Dalmatia","Dalmatia","Brac, Otok / Brattia","NULL","Supetar","nomen singulare, viri",43.3239838,16.654819,1
"61",172,468098,"EDCS-28400349","HD053176",151,250,"S(oli) I(nvicto) M(ithrae) / Iulius / Bubalus","Soli Invicto Mithrae Iulius Bubalus","votive inscription","votive inscription","altar","Dalmatia","Dalmatia","Brac, Otok / Brattia","NULL","Supetar","tria nomina, viri",43.3239838,16.654819,1
"62",173,468099,"EDCS-28400350","HD061109",101,200,"Nymphis s(acrum) / Q(uintus) Silvius Spe(ratus) / cent(urio) coh(ortis) I Belg(arum) / curagens theat(ri) / d(onum) d(edit)","Nymphis sacrum Quintus Silvius Speratus centurio cohortis I Belgarum curagens theatri donum dedit","votive inscription","votive inscription","NULL","Dalmatia","Dalmatia","Brac, Otok / Brattia","NULL","Supetar","milites, tria nomina, viri",43.3239838,16.654819,1
"63",174,468100,"EDCS-28400351","HD057420",151,300,"------] / [---TRO---] / [-?A(---) G(---) S(---)] / [Q(uintus) Corel]/[li]us(?) T(h)rep/tus locu[m] / co(n)stituit","TRO A G S Quintus Corellius Threptus locum constituit","votive inscription","votive inscription","altar","Dalmatia","Dalmatia","Brac, Otok / Brattia","NULL","Supetar","tria nomina, viri",43.3239838,16.654819,1
"64",175,468101,"EDCS-28400352","HD061110",1,350,"------](?) / [---]VE[---] / [---]o Caesari [---](?) / [---]R[---] / [------?","VE o Caesari R","NULL",NA,"NULL","Dalmatia","Dalmatia","Brac, Otok / Brattia","NULL","Supetar","Augusti/Augustae, viri",43.3239838,16.654819,1
"65",178,468104,"EDCS-28400355","HD061111",131,250,"[---] Ulpi[---] / [---]issim(a)e [---] / [---]VAVIV[---] / [---]LAE[---] / [------","Ulpi issimae VAVIV LAE","NULL",NA,"NULL","Dalmatia","Dalmatia","Brac, Otok / Brattia","NULL","Supetar","mulieres",43.3239838,16.654819,1
"66",189,468116,"EDCS-30900104","HD056616",308,316,"Herculi Aug(usto) / sac(rum) Val(erius) Vale/rianus mil(es) / cum insist/erem ad cap/itella co&lt;l=I&gt;u/mnarum ad t(h)e/rmas Licin(i)an(a)/s q(u)as(!) fiunt S/irmi v(otum) l(ibens) s(olvit) ","Herculi Augusto sacrum Valerius Valerianus miles cum insisterem ad capitella co lt l gt umnarum ad thermas Licinianas quas fiunt Sirmi votum libens solvit","votive inscription","votive inscription","statue base","Dalmatia","Dalmatia","Brac, Otok / Brattia","NULL","Supetar","tria nomina, viri",43.3239838,16.654819,1
"67",190,468117,"EDCS-31400686","HD061067",151,270,"I(ovi) O(ptimo) M(aximo) // Aemilius / Hermose/nax ex visu / posuit","Iovi Optimo Maximo Aemilius Hermosenax ex visu posuit","votive inscription","votive inscription","base","Dalmatia","Dalmatia","Brac, Otok / Brattia","NULL","Supetar","tria nomina, viri",43.3239838,16.654819,1
"68",191,468118,"EDCS-31400687","HD061070",211,211,"------] / [--- Get]ae et Iu[liae Domnae Augus]/[ta]e matri Augg(ustorum) [et castrorum] / [Io]vi Optimo Max(imo) Iu[noni Reg(inae) Minervae?] / [Sa]luti Mar(ti) Patri [---] / [Vic]toriae Aug[[g(ustorum)]] F[ortun(ae)? Red(uci)? devic]/[tis] host(iis) voto sol[uto dedicavit] / [---] Hermes Gent[iano et Basso] / co(n)[s(ulibus) ---] Cal(endas) M[---]","Getae et Iuliae Domnae Augustae matri Auggustorum et castrorum Iovi Optimo Maximo Iunoni Reginae Minervae Saluti Marti Patri Victoriae Auggustorum Fortunae Reduci devictis hostiis voto soluto dedicavit Hermes Gentiano et Basso consulibus Calendas M","votive inscription","votive inscription","NULL","Dalmatia","Dalmatia","Brac, Otok / Brattia","NULL","Supetar","Augusti/Augustae, mulieres, viri",43.3239838,16.654819,1
"69",199,468126,"EDCS-31400362","HD061115",151,300,"Proclo de/{e}fun&lt;c&gt;to an(norum) / IIII C(---) Pr&lt;o&gt;cla / [i]nfelici/[ss]imo / [---](?) III / [------?","Proclo deefun lt c gt to annorum IIII C Pr lt o gt cla infelicissimo III","NULL",NA,"NULL","Dalmatia","Dalmatia","Brac, Otok / Brattia","Brattia, insula","Postira","viri",43.3436,16.5444,1
"70",201,468128,"EDCS-32300082","HD061059",151,300,"Iovi / Q(uintus) Papinius / Proculus","Iovi Quintus Papinius Proculus","votive inscription","votive inscription","altar","Dalmatia","Dalmatia","Brac, Otok / Brattia","Brattia, insula","Pučišća, bei","tria nomina, viri",43.3436,16.5444,1
"71",204,468131,"EDCS-32700963","HD053177",151,300,"Vale(n)s I(---) / D(---) Inv/icto D/eo","Valens I D Invicto Deo","votive inscription","votive inscription","altar","Dalmatia","Dalmatia","Brac, Otok / Brattia","NULL","Supetar","viri",43.3239838,16.654819,1
"72",205,468132,"EDCS-59500039","HD072485",1,300,"Iovi /sacrum","Iovi sacrum","votive inscription","votive inscription","altar","Dalmatia","Dalmatia","Bratiskovci","NULL","Skradin",NA,43.8892,15.9051,1
"73",206,468133,"EDCS-08500496","HD000680",171,300,"Sil(vano) Aug(usto) / M(arcus) Aurel(ius) / Maximus / l(ibens) p(osuit)","Silvano Augusto Marcus Aurelius Maximus libens posuit","votive inscription","votive inscription","altar","Dalmatia","Dalmatia","Bratunac / Domavium","Domavium","Bratunac","tria nomina, viri",44.1375,19.3585,1
"74",210,468137,"EDCS-10100544","HD033814",1,300,"I(ovi) O(ptimo) M(aximo) // pro [s]alut[e] / [------] / [---]NICICI / [---]NI / III[--- le]g(ionis) XI C[l](audiae) / [------] / IVIIV(?) XI K(alendas) Oc(tobres)","Iovi Optimo Maximo pro salute NICICI NI III legionis XI Claudiae IVIIV XI Kalendas Octobres","votive inscription","votive inscription","altar","Dalmatia","Dalmatia","Bratunac / Domavium","Domavium","Bratunac","milites, viri",44.1375,19.3585,1
"75",216,468143,"EDCS-31900034","HD052281",151,300,"I(ovi) O(ptimo) M(aximo) / Depulsori / Aeneas(?) / Proclianus ae/dem restit[uit?] / [---](?) libens","Iovi Optimo Maximo Depulsori Aeneas Proclianus aedem restituit libens","votive inscription","votive inscription","altar","Dalmatia","Dalmatia","Brdo","NULL","Jajce","tria nomina, viri",44.2826757,17.0630051,1
"76",218,468145,"EDCS-10100656","HD033980",1,300,"Libero / Patri s(acrum)","Libero Patri sacrum","votive inscription","votive inscription","altar","Dalmatia","Dalmatia","Brekovica","Raetinium","Bihać",NA,44.7885,15.9292,1
