"","X","LIST.ID","EDCS.ID","EDH.ID","not_before","not_after","transcription","clean_text_interpretive_word","type_of_inscription_clean","type_of_inscription_auto","type_of_monument_clean","province","province_label_clean","place","findspot_ancient_clean","findspot_modern_clean","status_notation","Latitude","Longitude","count"
"11",68,467992,"EDCS-20601179","HD039821",1,100,"Veranus Caturonis / f(ilius) eq(ues) coh(ortis) I Bracaraug(ustanorum) / turma Tironis ann(norum) / XXXIIX stipendiorum / XVIII h(ic) s(itus) e(st) t(estamento) f(ieri) i(ussit) / h(eredes) p(osuerunt) / Tiro dec(urio) et Crispus / Caturonis","Veranus Caturonis filius eques cohortis I Bracaraugustanorum turma Tironis annnorum XXXIIX stipendiorum XVIII hic situs est testamento fieri iussit heredes posuerunt Tiro decurio et Crispus Caturonis","epitaph","epitaph","stele","Dalmatia","Dalmatia","Bigeste","Bigeste","Ljubuški","milites, nomen singulare, viri",43.1818,17.5271,1
"12",69,467993,"EDCS-20601180","HD039826",70,86,"Leg(ionis) IIII F(laviae) [f(elicis)]","Legionis IIII Flaviae felicis","owner/artist inscription","owner/artist inscription","tile","Dalmatia","Dalmatia","Bigeste","NULL","Ljubuški","milites",43.182222,17.528889,1
"13",70,467994,"EDCS-20601181","HD039829",1,70,"Leg(ionis) VIII Aug(ustae)","Legionis VIII Augustae","owner/artist inscription","owner/artist inscription","tile","Dalmatia","Dalmatia","Bigeste","Bigeste","Ljubuški","milites",43.1818,17.5271,1
"14",71,467995,"EDCS-20601182","HD039841",51,300,"Leg(ionis) XIII g(eminae)","Legionis XIII geminae","owner/artist inscription","owner/artist inscription","tile","Dalmatia","Dalmatia","Bigeste","NULL","Velika Kladuša","milites",43.182222,17.528889,1
"15",72,467996,"EDCS-20601183","HD039842",70,86,"[L]eg(ionis) IIII F(laviae) f(elicis)","Legionis IIII Flaviae felicis","owner/artist inscription","owner/artist inscription","tile","Dalmatia","Dalmatia","Bigeste","Bigeste","Ljubuški","milites",43.1818,17.5271,1
"16",73,467997,"EDCS-20601184","HD039843",1,70,"[Leg(ionis)] VIII Aug(ustae)","Legionis VIII Augustae","owner/artist inscription","owner/artist inscription","tile","Dalmatia","Dalmatia","Bigeste","Bigeste","Ljubuški","milites",43.1818,17.5271,1
"17",74,467998,"EDCS-20601185","HD039844",101,230,"[C]oh(ortis) I Belg(arum)","Cohortis I Belgarum","owner/artist inscription","owner/artist inscription","tile","Dalmatia","Dalmatia","Bigeste","Bigeste","Ljubuški","milites",43.1818,17.5271,1
"18",75,467999,"EDCS-20601186","HD039845",1,300,"C(o)ho(rtis) VII[I vol(untariorum)?]","Cohortis VIII voluntariorum","owner/artist inscription","owner/artist inscription","tile","Dalmatia","Dalmatia","Bigeste","Bigeste","Ljubuški","milites",43.1818,17.5271,1
"19",76,468000,"EDCS-20601174","HD039805",1,100,"C(aius) Licinius C(ai) f(ilius) / Fab(ia) dom(o) Sinope / vet(eranus) leg(ionis) VII an(norum) L / stip(endiorum) XXVII / h(ic) s(itus) e(st) / heredes posuer(unt)","Caius Licinius Cai filius Fabia domo Sinope veteranus legionis VII annorum L stipendiorum XXVII hic situs est heredes posuerunt","epitaph","epitaph","stele","Dalmatia","Dalmatia","Bigeste","Bigeste","Ljubuški","milites, praenomen et nomen, viri",43.1818,17.5271,1
"20",77,468001,"EDCS-20601176","HD039810",1,300,"------] / [---]elius Ma[---] / [---]P domo R[---] / [ve]t(eranus) leg(ionis) VII [---] / [--- s]tip(endiorum) XXVIII [---?] / [an]n(os) LXII fili[o] / [--- e]t Patrono V(?) / [--- p]osuit matri","elius Ma P domo R veteranus legionis VII stipendiorum XXVIII annos LXII filio et Patrono V posuit matri","epitaph","epitaph","tabula","Dalmatia","Dalmatia","Bigeste","NULL","Ljubuški","liberti/libertae, milites, tria nomina, viri",43.182222,17.528889,1
"21",78,468002,"EDCS-20601175","HD004491",14,37,"------](?) / L(ucius) Luc[---](?) / C(ai) f(ilius) Prim[us] / vete(ranus) leg(ionis) / XV Apolli/naris / h(ic) s(itus) e(st) // t(estamento) f(ieri) i(ussit)","Lucius Luc Cai filius Primus veteranus legionis XV Apollinaris hic situs est testamento fieri iussit","epitaph","epitaph","stele","Dalmatia","Dalmatia","Bigeste","Bigeste","Ljubuški","milites, tria nomina, viri",43.1818,17.5271,1
"22",83,468007,"EDCS-30000206","HD058591",131,200,"D(is) [M(anibus)] / Novellia [---] / sibi et L(ucio) Iul(io) [---] / marito op[timo] / vet(erano) coh(ortis) VIII [vol(untariorum)] / et cognationi su/ae et lib(ertis) liberisque eorum","Dis Manibus Novellia sibi et Lucio Iulio marito optimo veterano cohortis VIII voluntariorum et cognationi suae et libertis liberis que eorum","epitaph","epitaph","NULL","Dalmatia","Dalmatia","Bihac / Raetinium","Siculi","Kaštela","milites, mulieres, viri",43.5306,16.3004,1
"23",84,468008,"EDCS-30000207","HD058592",42,100,"T(itus) Octavius T(iti) f(ilius) / Vel(ina) Hister vet(eranus) / leg(ionis) XI C(laudiae) p(iae) f(idelis) t(estamento) f(ieri) i(ussit) et / Acrini contuber/nali / in f(ronte) ped(es) X / in agr(o) ped(es) XI","Titus Octavius Titi filius Velina Hister veteranus legionis XI Claudiae piae fidelis testamento fieri iussit et Acrini contubernali in fronte pedes X in agro pedes XI","epitaph","epitaph","NULL","Dalmatia","Dalmatia","Bihac / Raetinium","Siculi","Kaštela","milites, nomen singulare, tria nomina, viri",43.5306,16.3004,1
"24",85,468009,"EDCS-30000208","HD058593",42,150,"L(ucius) Pescennius / L(uci) f(ilius) Fal(erna) Satur/ninus vet(eranus) leg(ionis) / XI C(laudiae) p(iae) f(idelis) v(ivus) f(ecit) sibi et / Mariae Sp(uri) f(iliae) Quin/tae con[iugi] / be[ne merenti]","Lucius Pescennius Luci filius Falerna Saturninus veteranus legionis XI Claudiae piae fidelis vivus fecit sibi et Mariae Spuri filiae Quintae coniugi bene merenti","epitaph","epitaph","stele","Dalmatia","Dalmatia","Bihac / Raetinium","Siculi","Kaštela","milites, mulieres, tria nomina, viri",43.5306,16.3004,1
"25",92,468016,"EDCS-32300071","HD052240",69,79,"[T(itus) F]lavius / [---]ditanus / [civ(itate?) d]on(atus) ab / [Imp(eratore)] Vespasiano / Ca[e]sare Aug(usto) / pra[e]positu[s] / et p[rin]cep[s] / Iapo[d]um / [v(otum) s(olvit) l(ibens) m(erito)]","Titus Flavius ditanus civitate donatus ab Imperatore Vespasiano Caesare Augusto praepositus et princeps Iapodum votum solvit libens merito","votive inscription","votive inscription","altar","Dalmatia","Dalmatia","Bihac / Raetinium","Raetinium","Bihać","Augusti/Augustae, milites, ordo decurionum, tria nomina, viri",44.7885,15.9292,1
"26",93,468017,"EDCS-31300291","HD052235",101,200,"Bindo Neptuno / sacrum / Proculus Parm/anic(us) praepos(itus) / v(otum) s(olvit) l(ibens) m(erito)","Bindo Neptuno sacrum Proculus Parmanicus praepositus votum solvit libens merito","votive inscription","votive inscription","altar","Dalmatia","Dalmatia","Bihac / Raetinium","Raetinium","Bihać","milites, tria nomina, viri",44.7885,15.9292,1
"27",98,468022,"EDCS-32300075","HD058874",71,150,"------]ANE[---?] / [--- Fabi?]a Luc[a? ---?] / [--- leg(ionis) IIII] F(laviae) f(elicis) [------","ANE Fabia Luca legionis IIII Flaviae felicis","epitaph","epitaph","tabula","Dalmatia","Dalmatia","Bihac / Raetinium","Raetinium","Bihać","milites, viri",44.7885,15.9292,1
"28",102,468026,"EDCS-32200023","HD058263",101,300,"------] / [---] AVI(?)[---] / [--- pr]aepo[sit- ---] / [------","AVI praeposit","NULL",NA,"NULL","Dalmatia","Dalmatia","Bihac / Raetinium","Raetinium","Bihać","milites, viri",44.7885,15.9292,1
"29",104,468028,"EDCS-32200025","HD052275",201,300,"Bi[ndo Neptun]o / s[acrum] / [--- Li?]cin[ius?] / Galba / mil(es) leg(ionis) I ad(iutricis) / b(ene)[f(iciarius)] co(n)s(ularis) v(otum) [s(olvit)]","Bindo Neptuno sacrum Licinius Galba miles legionis I adiutricis beneficiarius consularis votum solvit","votive inscription","votive inscription","tabula","Dalmatia","Dalmatia","Bihac / Raetinium","Raetinium","Bihać","milites, tria nomina, viri",44.7885,15.9292,1
"30",105,468029,"EDCS-32200026","HD058266",101,300,"------] / C(aius) [Fla?]vius V[a?]lens / [--- mil]es leg(ionis) [---] / [------?","Caius Flavius Valens miles legionis","NULL",NA,"architectural member","Dalmatia","Dalmatia","Bihac / Raetinium","Raetinium","Bihać","milites, tria nomina, viri",44.7885,15.9292,1
"31",144,468070,"EDCS-56900044","HD058388",1,300,"------] A(?) [---?] / [------?] / [---?] m(iles)(?) / [leg(ionis)?] X[I------","A miles legionis XI","epitaph","epitaph","tabula","Dalmatia","Dalmatia","Biskupija","NULL","Biskupija","milites, viri",44.0169772,16.2226592,1
"32",164,468090,"EDCS-10100769","HD027058",201,400,"Valen[t---] / militi legion[is II] / a(d)iutricis defun[c]/to an(norum) XXX memori/am posuit / Tata pi/entissima co(n)iux","Valent militi legionis II adiutricis defuncto annorum XXX memoriam posuit Tata pientissima coniux","epitaph","epitaph","tabula","Dalmatia","Dalmatia","Bosansko Grahovo / Municipium Salvium","NULL","Bosansko Grahovo","milites, mulieres, nomen singulare, viri",44.1808174,16.36568,1
"33",167,468093,"EDCS-08901081","HD008209",211,222,"I(ovi) O(ptimo) M(aximo) // T(itus) Fl(avius) Pompeius / |(centurio) coh(ortis) III / Alpinorum / Antoninianae / curam agens / FAB(---) AMP(---) MEN(---) et / Vibius Vibianus // protector / co(n)s(ularis)","Iovi Optimo Maximo Titus Flavius Pompeius centurio cohortis III Alpinorum Antoninianae curam agens FAB AMP MEN et Vibius Vibianus protector consularis","votive inscription","votive inscription","altar","Dalmatia","Dalmatia","Brac, Otok / Brattia","NULL","Supetar","milites, tria nomina, viri",43.3239838,16.654819,1
"34",173,468099,"EDCS-28400350","HD061109",101,200,"Nymphis s(acrum) / Q(uintus) Silvius Spe(ratus) / cent(urio) coh(ortis) I Belg(arum) / curagens theat(ri) / d(onum) d(edit)","Nymphis sacrum Quintus Silvius Speratus centurio cohortis I Belgarum curagens theatri donum dedit","votive inscription","votive inscription","NULL","Dalmatia","Dalmatia","Brac, Otok / Brattia","NULL","Supetar","milites, tria nomina, viri",43.3239838,16.654819,1
"35",189,468116,"EDCS-30900104","HD056616",308,316,"Herculi Aug(usto) / sac(rum) Val(erius) Vale/rianus mil(es) / cum insist/erem ad cap/itella co&lt;l=I&gt;u/mnarum ad t(h)e/rmas Licin(i)an(a)/s q(u)as(!) fiunt S/irmi v(otum) l(ibens) s(olvit) ","Herculi Augusto sacrum Valerius Valerianus miles cum insisterem ad capitella co lt l gt umnarum ad thermas Licinianas quas fiunt Sirmi votum libens solvit","votive inscription","votive inscription","statue base","Dalmatia","Dalmatia","Brac, Otok / Brattia","NULL","Supetar","tria nomina, viri",43.3239838,16.654819,1
"36",210,468137,"EDCS-10100544","HD033814",1,300,"I(ovi) O(ptimo) M(aximo) // pro [s]alut[e] / [------] / [---]NICICI / [---]NI / III[--- le]g(ionis) XI C[l](audiae) / [------] / IVIIV(?) XI K(alendas) Oc(tobres)","Iovi Optimo Maximo pro salute NICICI NI III legionis XI Claudiae IVIIV XI Kalendas Octobres","votive inscription","votive inscription","altar","Dalmatia","Dalmatia","Bratunac / Domavium","Domavium","Bratunac","milites, viri",44.1375,19.3585,1
"37",211,468138,"EDCS-10100553","HD033823",1,300,"------]I[---] / [---]aet[------ // ------]io[---] / [---]I[------ // ------] d(ies) XX[---] / [---] vixi[t? ---] / [---]ssim[---] / [---]se[------ // ------]ll[---] / [--- Te]rtia co(n)iuci(!) [---?] / [--- v]iva sibi et su[is ------","I aet io I dies XX vixit ssim se ll Tertia coniuci viva sibi et suis","epitaph","epitaph","tabula","Dalmatia","Dalmatia","Bratunac / Domavium","Domavium","Bratunac","milites, mulieres, viri",44.1375,19.3585,1
"38",217,468144,"EDCS-30400554","HD056469",151,200,"D(is) M(anibus) / L(uci) Lentidi / Saturnini / vet(erani) leg(ionis) p(rimae) M(inerviae)(?) / p(iae) f(idelis) vi(v)us p(osuit) sib(i) / [--]AV(?)G(?) et co/ni(ugi) Ul(piae) Cris/pinae an(norum) LX / h(ic) s(ita) e(st)","Dis Manibus Luci Lentidi Saturnini veterani legionis primae Minerviae piae fidelis vivus posuit sibi AVG et coniugi Ulpiae Crispinae annorum LX hic sita est","epitaph","epitaph","tabula","Dalmatia","Dalmatia","Brekovica","Raetinium","Bihać","milites, mulieres, tria nomina, viri",44.7885,15.9292,1
"39",229,468158,"EDCS-06100488","HD018345",101,300,"Leg(io) XI C(laudia) p(ia) [f(idelis)]","Legio XI Claudia pia fidelis","owner/artist inscription","owner/artist inscription","tile","Dalmatia","Dalmatia","Bribir / Bribirska Glavica / Varvaria","Varvaria","Skradin","milites",43.8892,15.9051,1
"40",245,468174,"EDCS-10000837","HD034376",1,100,"[---] Cl(audia) Liburno / [--- pr]aef(ecto) coh(ortis) IIII / [--- praef(ecto)] coh(ortis) III Thrac(um) / [---]m trib(uno) mil(itum) leg(ionis) XXII / [---]M AVG PI(?)AEL(?) / [------","Claudia Liburno praefecto cohortis IIII praefecto cohortis III Thracum m tribuno militum legionis XXII M AVG PIAEL","honorific inscription","honorific inscription","statue base","Dalmatia","Dalmatia","Bribir / Bribirska Glavica / Varvaria","Varvaria","Skradin","milites, ordo equester, tria nomina, viri",43.8892,15.9051,1
"41",288,468218,"EDCS-30200434","HD031512",1,42,"M(arcus) Domitius / M(arci) f(ilius) Fabia Sev/erus Brixsia(!) / miles leg(ionis) XI / ann(orum) XXX / stip(endiorum) VIII h(ic) s(itus) e(st) / heres posuit","Marcus Domitius Marci filius Fabia Severus Brixsia miles legionis XI annorum XXX stipendiorum VIII hic situs est heres posuit","epitaph","epitaph","stele","Dalmatia","Dalmatia","Burnum","Burnum","Kistanje","milites, tria nomina, viri",44.0317,15.9936,1
"42",289,468219,"EDCS-31200487","HD061354",1,100,"------](?) / [---]GII[---] / [---] Qui(rina) Rega[liano?] / [---] A[u]g(usto) Ne[meto] / [---] mil(es) leg(ionis) I[III? Fl(aviae)? ---] / [h(ic)] s(itus) e(st)","GII Quirina Regaliano Augusto Nemeto miles legionis IIII Flaviae hic situs est","epitaph","epitaph","NULL","Dalmatia","Dalmatia","Burnum","Burnum","Kistanje","milites, viri",44.0317,15.9936,1
"43",290,468220,"EDCS-30200435","HD035403",1,50,"Remmo / Saeconis / f(ilius) mil(es) coh(ortis) I(?) / Mo[nt(anorum)] ann(orum) / [------","Remmo Saeconis filius miles cohortis I Montanorum annorum","epitaph","epitaph","stele","Dalmatia","Dalmatia","Burnum","Burnum","Kistanje","milites, nomen singulare, viri",44.0317,15.9936,1
"44",291,468221,"EDCS-31200488","HD061355",42,69,"M(arcus) Valerius / Liberalis / m(iles) leg(ionis) XI Cl(audiae) p(iae) f(idelis) / an(n)oru(m) XIIX sti(pendii) I / domu Cl(audia) Aequo / mater m(emoriae?) viro et / sib(i) et filio","Marcus Valerius Liberalis miles legionis XI Claudiae piae fidelis annorum XIIX stipendii I domu Claudia Aequo mater memoriae viro et sibi et filio","epitaph","epitaph","NULL","Dalmatia","Dalmatia","Burnum","Burnum","Kistanje","milites, mulieres, tria nomina, viri",44.0317,15.9936,1
"45",292,468222,"EDCS-31200489","HD061356",42,69,"L(ucius) Val(erius) Maximus Va/lerio Proclo ann(orum) IXXX / leg(ionis) XI C(laudiae) p(iae) f(idelis) D[---]T Val(eriae) / GIAE VET EN [V]aleriae / Proclinae nepti / ann(orum) V CV[---] F(---) M(---) V(---) / p(---) f(ecit)","Lucius Valerius Maximus Valerio Proclo annorum IXXX legionis XI Claudiae piae fidelis D T Valeriae GIAE VET EN Valeriae Proclinae nepti annorum V CV F M V p fecit","epitaph","epitaph","NULL","Dalmatia","Dalmatia","Burnum","Ninia","Knin","milites, mulieres, ordo equester, tria nomina, viri",44.0408,16.1994,1
"46",293,468223,"EDCS-31200490","HD058298",42,69,"------] / L(?)[---] / Men(enia) V[---] / Feltr(ia) mil(es) / leg(ionis) XI C(laudiae) p(iae) f(idelis) / stip(endiorum) XVI / her(es) posu(it)","L Menenia V Feltria miles legionis XI Claudiae piae fidelis stipendiorum XVI heres posuit","epitaph","epitaph","stele","Dalmatia","Dalmatia","Burnum","Burnum","Kistanje","milites, tria nomina, viri",44.0317,15.9936,1
"47",294,468224,"EDCS-30200436","HD035397",42,69,"[L(uci)? V?]iri L(uci) f(ili) Pob(lilia) / Novici Vero(na) / mil(itis) leg(ionis) XI C(laudiae) p(iae) f(idelis) / |(centuria) Aquili Fro(ntonis) / stip(endiorum) XXII / h(eres) f(aciendum) c(uravit)","Luci Viri Luci fili Poblilia Novici Verona militis legionis XI Claudiae piae fidelis centuria Aquili Frontonis stipendiorum XXII heres faciendum curavit","epitaph","epitaph","tabula","Dalmatia","Dalmatia","Burnum","Burnum","Kistanje","milites, tria nomina, viri",44.0317,15.9936,1
"48",309,468239,"EDCS-31200509","HD061398",1,300,"------]F |(centurio?) [------","F centurio","NULL",NA,"NULL","Dalmatia","Dalmatia","Burnum","Burnum","Kistanje",NA,44.0317,15.9936,1
"49",321,468251,"EDCS-31200521","HD057585",1,70,"T(itus) Iulius / T(iti) f(ilius) Cla(udia) / C[el]er / [--- l]eg(ionis) II Aug(ustae) / [---]am ex / [HS ---]XX(--- milibus) test(amento) / f[ieri] iussit","Titus Iulius Titi filius Claudia Celer legionis II Augustae am ex HS XX milibus testamento fieri iussit","building/dedicatory inscription","building/dedicatory inscription","tabula","Dalmatia","Dalmatia","Burnum","Asseria","Benkovac","milites, tria nomina, viri",44.0103,15.6844,1
"50",322,468252,"EDCS-31200523","HD035422",1,300,"------] / PI(?)[---] / pr(---) a[---] / leg(ionis) XV[---] / [------](?)","PI pr a legionis XV","honorific inscription","honorific inscription","NULL","Dalmatia","Dalmatia","Burnum","Asseria","Benkovac","milites, viri",44.0103,15.6844,1
"51",324,468254,"EDCS-31200525","HD051035",1,150,"------] / [--- Au?]guri[nus? ---] / [--- Arr?]untia[e? ---] / [---]ntin[ae? ---] / [------","Augurinus Arruntiae ntinae","epitaph","epitaph","NULL","Dalmatia","Dalmatia","Burnum","Asseria","Benkovac","milites, mulieres, ordo decurionum, tria nomina, viri",44.0103,15.6844,1
"52",347,468288,"EDCS-30600089","HD043583",151,300,"Dianae / Aug(ustae) / T(itus) Statius / Crispinus / dec(urio) eq(uitum) / cohor(tis) II Del(matarum)","Dianae Augustae Titus Statius Crispinus decurio equitum cohortis II Delmatarum","votive inscription","votive inscription","altar","Dalmatia","Dalmatia","Cacak / Malvesiatium","Municipium Malvesiatium","Lučani","milites, tria nomina, viri",43.9667,19.5333,1
"53",348,468289,"EDCS-30600090","HD042956",197,197,"I(ovi) O(ptimo) M(aximo) / et Genio loci / sacro(!) dica/vit Iul(ius) Mater/nus |(centurio) coh(ortis) VIII / vol(untariorum) / Laterano et Ruf(ino) co(n)s(ulibus)","Iovi Optimo Maximo et Genio loci sacro dicavit Iulius Maternus centurio cohortis VIII voluntariorum Laterano et Rufino consulibus","votive inscription","votive inscription","altar","Dalmatia","Dalmatia","Cacak / Malvesiatium","Municipium Malvesiatium","Lučani","milites, tria nomina, viri",43.9667,19.5333,1
"54",349,468290,"EDCS-10100505","HD033761",171,200,"Serapi et Isidi / Cn(aeus) Pomp(eius) / Politianus / trib(unus) coh(ortis) II / [mil(iariae) Dalm(atarum)] / [------","Serapi et Isidi Cnaeus Pompeius Politianus tribunus cohortis II miliariae Dalmatarum","votive inscription","votive inscription","altar","Dalmatia","Dalmatia","Cacak / Malvesiatium","Municipium Malvesiatium","Čačak","milites, ordo equester, tria nomina, viri",43.9667,19.5333,1
"55",351,468292,"EDCS-59500029","HD072296",170,230,"Iovi / O(ptimo) M(aximo) / Tib(erius) Cl(audius) / Gallus / trib(unus) / coh(ortis) II / Aur(eliae) Del(matarum)","Iovi Optimo Maximo Tiberius Claudius Gallus tribunus cohortis II Aureliae Delmatarum","votive inscription","votive inscription","altar","Dalmatia","Dalmatia","Cacak / Malvesiatium","Municipium Malvesiatium","Čačak","milites, ordo equester, tria nomina, viri",43.9667,19.5333,1
"56",352,468293,"EDCS-03000732","HD039932",9,70,"------] / [--]VL[---] / [b(ene)]f(iciarius) co[(n)s(ularis) ex] / [l]eg(ione) XI [Cl(audiae)] / [v(otum)] s(olvit) [l(ibens) m(erito)]","VL beneficiarius consularis ex legione XI Claudiae votum solvit libens merito","votive inscription","votive inscription","altar","Dalmatia","Dalmatia","Cacak / Malvesiatium","Municipium Malvesiatium","Lučani","milites, viri",43.9667,19.5333,1
"57",353,468294,"EDCS-51400045","HD065025",194,194,"------]O[---] / [---] Alb[---] / [colle]giati c[urat(ores)] / [co]h(ortis) eiusde[m p(osuerunt)?]","O Alb collegiati curatores cohortis eiusdem posuerunt","votive inscription","votive inscription","altar","Dalmatia","Dalmatia","Cacak / Malvesiatium","Municipium Malvesatium","Čačak","milites, viri",43.9667,19.5333,1
"58",354,468295,"EDCS-10100852","HD034226",1,300,"------ Ma?]laius et A[---] / [---] Messor [------","Malaius et A Messor","epitaph","epitaph","NULL","Dalmatia","Dalmatia","Capljina / Ad Turres","Ad Turres","Čapljina","viri",43.1604,17.751,1
